"measure_1","measure_2","tau","networks"
"authority","gilschmidt",0.8493,19
"expected_influence_2","information",0.8493,19
"average_distance","markov",-0.8493,19
"barycenter","markov",0.8493,19
"closeness","markov",0.8493,19
"lin","markov",0.8493,19
"markov","radiality",0.8493,19
"markov","wiener",-0.8493,19
"average_distance","communicability_betweenness",-0.8491,19
"barycenter","communicability_betweenness",0.8491,19
"closeness","communicability_betweenness",0.8491,19
"communicability","delta_closeness",0.8491,19
"communicability","gilschmidt",0.8491,19
"communicability_betweenness","lin",0.8491,19
"communicability_betweenness","radiality",0.8491,19
"communicability_betweenness","wiener",-0.8491,19
"hindex_strength","spanning_tree",0.849,19
"lobby","spanning_tree",0.849,19
"ego_betweenness","length_scaled_betweenness",0.8488,19
"eigenvector","spanning_tree",0.8487,19
"betweenness","current_flow_betweenness",0.8486,19
"communicability","harary",0.8486,19
"current_flow_closeness","hindex_strength",0.8485,19
"current_flow_closeness","lobby",0.8485,19
"current_flow_betweenness","percolation",0.8485,19
"expected_influence_2","spanning_tree",0.8485,19
"eigenvector","information",0.8484,19
"local_bridging","shapley_game1",-0.8483,19
"authority","reaching_local",0.8482,19
"communicability","reaching_local",0.8482,19
"centroid","communicability_betweenness",0.8481,19
"authority","harmonic",0.8481,19
"communicability","harmonic",0.8481,19
"current_flow_closeness","expected_influence_2",0.848,19
"expected","local_volume_dimension",-0.848,19
"cross_clique","kpath",0.8476,19
"authority","random_walk",0.8474,19
"heatmap","node_contraction",-0.8473,19
"degree","hide_information",-0.8472,19
"expected_influence_1","hide_information",-0.8472,19
"hide_information","strength",-0.8472,19
"current_flow_closeness","eigenvector",0.8471,19
"delta_closeness","expected_influence_2",0.847,19
"expected_influence_2","gilschmidt",0.847,19
"cross_clique","subgraph",0.847,19
"expected_influence_2","harmonic",0.8469,19
"authority","information",0.8469,19
"expected_influence_2","reaching_local",0.8469,19
"hide_information","markov",-0.8468,19
"dangalchev","node_contraction",0.8468,19
"decay","node_contraction",0.8468,19
"generalized_closeness","node_contraction",0.8468,19
"node_contraction","residual_closeness",0.8468,19
"delta_closeness","eigenvector",0.8467,19
"eigenvector","gilschmidt",0.8467,19
"harary","subgraph",0.8465,19
"authority","harary",0.8462,19
"closeness_vitality","reaching_local",-0.8462,19
"authority","spanning_tree",0.8462,19
"communicability_betweenness","weighted_h_index",0.8462,19
"closeness_vitality","harmonic",-0.8461,19
"centroid","kpath",0.8461,19
"eigenvector","harary",0.8457,19
"eigenvector","harmonic",0.8457,19
"current_flow_betweenness","heatmap",-0.8457,19
"eigenvector","reaching_local",0.8457,19
"authority","current_flow_closeness",0.8456,19
"epc","katz",0.8455,14
"betweenness","effective_size",0.8454,19
"effective_size","percolation",0.8454,19
"hindex_strength","laplacian",0.8453,19
"laplacian","lobby",0.8453,19
"current_flow_betweenness","pagerank",0.8451,19
"expected_influence_2","harary",0.845,19
"local_bridging","mnc",-0.8446,18
"betweenness","ego_betweenness",0.8441,19
"ego_betweenness","percolation",0.8441,19
"average_distance","gravity",-0.844,19
"barycenter","gravity",0.844,19
"closeness","gravity",0.844,19
"gravity","lin",0.844,19
"gravity","radiality",0.844,19
"gravity","wiener",-0.844,19
"closeness_vitality","delta_closeness",-0.8438,19
"closeness_vitality","gilschmidt",-0.8438,19
"fragmentation","heatmap",-0.8438,14
"epc","node_contraction_improved",0.8438,14
"epc","harary",0.8437,14
"dangalchev","diffusion",0.8435,19
"decay","diffusion",0.8435,19
"diffusion","generalized_closeness",0.8435,19
"degree","integration",0.8435,19
"expected_influence_1","integration",0.8435,19
"diffusion","residual_closeness",0.8435,19
"integration","strength",0.8435,19
"current_flow_betweenness","leverage",0.8431,19
"expected","random_walk",0.843,19
"community_based","dangalchev",0.8429,19
"community_based","decay",0.8429,19
"community_based","generalized_closeness",0.8429,19
"effective_size","load",0.8429,19
"community_based","residual_closeness",0.8429,19
"integration","random_walk",0.8428,19
"information","integration",0.8426,19
"expected","information",0.8425,19
"mnc","pagerank",0.8423,18
"integration","spanning_tree",0.8423,19
"cross_clique","laplacian",0.842,19
"ego_betweenness","load",0.8417,19
"expected","spanning_tree",0.8417,19
"delta_closeness","subgraph",0.8415,19
"gilschmidt","subgraph",0.8415,19
"current_flow_closeness","expected",0.8412,19
"delta_closeness","expected",0.8412,19
"expected","gilschmidt",0.8412,19
"hindex_strength","mnc",0.8412,18
"lobby","mnc",0.8412,18
"expected","reaching_local",0.8411,19
"expected","harmonic",0.841,19
"current_flow_closeness","integration",0.841,19
"communicability","degree",0.8409,19
"communicability","expected_influence_1",0.8409,19
"communicability","strength",0.8409,19
"nonbacktracking","random_walk",0.8406,19
"pagerank","random_walk",0.8405,19
"harmonic","subgraph",0.8405,19
"reaching_local","subgraph",0.8405,19
"delta_closeness","local_bridging",-0.8403,19
"gilschmidt","local_bridging",-0.8403,19
"harmonic","local_bridging",-0.8402,19
"authority","mnc",0.8401,18
"local_bridging","reaching_local",-0.8401,19
"diffusion","mnc",0.8399,18
"information","nonbacktracking",0.8399,19
"information","pagerank",0.8398,19
"hub","weighted_h_index",0.8397,19
"degree","eigenvector",0.8396,19
"eigenvector","expected_influence_1",0.8396,19
"eigenvector","strength",0.8396,19
"dangalchev","pagerank",0.8391,19
"decay","pagerank",0.8391,19
"generalized_closeness","pagerank",0.8391,19
"pagerank","residual_closeness",0.8391,19
"effective_size","stress",0.8391,19
"degree","diffusion",0.8386,19
"diffusion","expected_influence_1",0.8386,19
"average_distance","laplacian",-0.8386,19
"barycenter","laplacian",0.8386,19
"closeness","laplacian",0.8386,19
"laplacian","lin",0.8386,19
"laplacian","radiality",0.8386,19
"markov","semilocal",0.8386,19
"diffusion","strength",0.8386,19
"laplacian","wiener",-0.8386,19
"eigenvector","mnc",0.8385,18
"coreness","renewed_coreness",0.8385,19
"local_hindex","renewed_coreness",0.8385,19
"renewed_coreness","s_core",0.8385,19
"renewed_coreness","weighted_kshell",0.8385,19
"hub","mnc",0.8384,18
"delta_closeness","semilocal",0.8384,19
"gilschmidt","semilocal",0.8384,19
"markov","pagerank",0.8383,19
"reaching_local","semilocal",0.8383,19
"pagerank","spanning_tree",0.8383,19
"harmonic","semilocal",0.8382,19
"expected","harary",0.8381,19
"dangalchev","expected_influence_2",0.838,19
"decay","expected_influence_2",0.838,19
"expected_influence_2","generalized_closeness",0.838,19
"expected_influence_2","residual_closeness",0.838,19
"coreness","s_shell",0.838,19
"local_hindex","s_shell",0.838,19
"s_core","s_shell",0.838,19
"nonbacktracking","spanning_tree",0.838,19
"s_shell","weighted_kshell",0.838,19
"communicability","mnc",0.8378,18
"hindex_strength","s_shell",0.8378,19
"lobby","s_shell",0.8378,19
"authority","local_entropy",-0.8375,19
"authority","dangalchev",0.8372,19
"authority","decay",0.8372,19
"authority","generalized_closeness",0.8372,19
"authority","residual_closeness",0.8372,19
"diffusion","hindex_strength",0.8369,19
"diffusion","lobby",0.8369,19
"authority","degree",0.8368,19
"authority","expected_influence_1",0.8368,19
"authority","strength",0.8368,19
"current_flow_closeness","nonbacktracking",0.8367,19
"communicability","dangalchev",0.8365,19
"communicability","decay",0.8365,19
"communicability","generalized_closeness",0.8365,19
"fragmentation","laplacian",0.8365,14
"current_flow_betweenness","local_bridging",-0.8365,19
"communicability","residual_closeness",0.8365,19
"epc","kpath",0.8364,14
"integration","markov",0.8362,19
"hindex_strength","subgraph",0.836,19
"lobby","subgraph",0.836,19
"communicability_betweenness","integration",0.8354,19
"centroid","mnc",0.8353,18
"harary","hindex_strength",0.8352,19
"harary","lobby",0.8352,19
"epc","laplacian",0.8351,14
"community_based","node_contraction",0.8351,19
"infection","nonbacktracking",0.8345,14
"current_flow_closeness","pagerank",0.8343,19
"dangalchev","eigenvector",0.8341,19
"decay","eigenvector",0.8341,19
"eigenvector","generalized_closeness",0.8341,19
"harary","nonbacktracking",0.8341,19
"eigenvector","residual_closeness",0.8341,19
"degree","nonbacktracking",0.8339,19
"expected_influence_1","nonbacktracking",0.8339,19
"nonbacktracking","strength",0.8339,19
"communicability_betweenness","node_contraction_improved",0.8338,14
"local_volume_dimension","semilocal",-0.8335,19
"communicability","local_entropy",-0.8334,19
"epc","hindex_strength",0.8329,14
"epc","lobby",0.8329,14
"dangalchev","expected",0.8326,19
"decay","expected",0.8326,19
"expected","generalized_closeness",0.8326,19
"expected","residual_closeness",0.8326,19
"hindex_strength","node_contraction_improved",0.8325,14
"lobby","node_contraction_improved",0.8325,14
"current_flow_betweenness","shapley_game1",0.8325,19
"expected_influence_2","mnc",0.8324,18
"average_distance","kpath",-0.8323,19
"barycenter","kpath",0.8323,19
"closeness","kpath",0.8323,19
"kpath","lin",0.8323,19
"kpath","radiality",0.8323,19
"kpath","wiener",-0.8323,19
"expected_influence_2","hindex_strength",0.832,19
"expected_influence_2","lobby",0.832,19
"coreness","hindex_strength",0.8319,19
"fragmentation","katz",0.8319,14
"coreness","lobby",0.8319,19
"hindex_strength","local_hindex",0.8319,19
"lobby","local_hindex",0.8319,19
"hindex_strength","s_core",0.8319,19
"lobby","s_core",0.8319,19
"hindex_strength","weighted_kshell",0.8319,19
"lobby","weighted_kshell",0.8319,19
"delta_closeness","epc",0.8318,14
"epc","gilschmidt",0.8318,14
"eigenvector","local_entropy",-0.8315,19
"random_walk","semilocal",0.8315,19
"cross_clique","nonbacktracking",0.8314,19
"delta_closeness","nonbacktracking",0.8314,19
"gilschmidt","nonbacktracking",0.8314,19
"community_based","epc",0.8313,14
"dangalchev","semilocal",0.8313,19
"decay","semilocal",0.8313,19
"generalized_closeness","semilocal",0.8313,19
"residual_closeness","semilocal",0.8313,19
"epc","harmonic",0.8311,14
"epc","reaching_local",0.8311,14
"degree","onion",0.831,19
"expected_influence_1","onion",0.831,19
"information","semilocal",0.831,19
"onion","strength",0.831,19
"expected","hindex_strength",0.8304,19
"expected","lobby",0.8304,19
"coreness","onion",0.8304,19
"local_hindex","onion",0.8304,19
"onion","s_core",0.8304,19
"onion","weighted_kshell",0.8304,19
"harmonic","nonbacktracking",0.8303,19
"nonbacktracking","reaching_local",0.8303,19
"semilocal","spanning_tree",0.8302,19
"hindex_strength","nonbacktracking",0.83,19
"lobby","nonbacktracking",0.83,19
"average_distance","katz",-0.8299,19
"barycenter","katz",0.8299,19
"closeness","katz",0.8299,19
"katz","lin",0.8299,19
"katz","radiality",0.8299,19
"harary","semilocal",0.8299,19
"local_volume_dimension","subgraph",-0.8299,19
"katz","wiener",-0.8299,19
"hub","markov",0.8298,19
"current_flow_closeness","semilocal",0.8298,19
"cross_clique","eigenvector",0.8297,19
"communicability_betweenness","community_based",0.8295,19
"communicability","cross_clique",0.8295,19
"centroid","hide_information",-0.8295,19
"gravity","integration",0.8295,19
"degree","expected_influence_2",0.8284,19
"expected_influence_1","expected_influence_2",0.8284,19
"communicability","hindex_strength",0.8284,19
"communicability","lobby",0.8284,19
"expected_influence_2","strength",0.8284,19
"fragmentation","kpath",0.8283,14
"gravity","weighted_h_index",0.8282,19
"ego_betweenness","stress",0.8275,19
"expected","mnc",0.8273,18
"dangalchev","subgraph",0.827,19
"decay","subgraph",0.827,19
"generalized_closeness","subgraph",0.827,19
"residual_closeness","subgraph",0.827,19
"authority","cross_clique",0.8269,19
"eigenvector","hindex_strength",0.8268,19
"eigenvector","lobby",0.8268,19
"authority","hindex_strength",0.8267,19
"authority","lobby",0.8267,19
"nonbacktracking","onion",0.8267,19
"fragmentation","node_contraction",0.8264,14
"integration","laplacian",0.8262,19
"cross_clique","markov",0.8258,19
"current_flow_betweenness","effective_size",0.8254,19
"degree","leverage",0.8254,19
"expected_influence_1","leverage",0.8254,19
"leverage","strength",0.8254,19
"community_based","subgraph",0.8253,19
"fragmentation","pagerank",0.8252,14
"average_distance","mnc",-0.8249,18
"barycenter","mnc",0.8249,18
"closeness","mnc",0.8249,18
"lin","mnc",0.8249,18
"mnc","radiality",0.8249,18
"mnc","wiener",-0.8249,18
"katz","onion",0.8248,19
"communicability_betweenness","hindex_strength",0.8247,19
"communicability_betweenness","lobby",0.8247,19
"community_based","fragmentation",0.8245,14
"local_bridging","random_walk",-0.8245,19
"communicability","node_contraction_improved",0.8244,14
"cross_clique","node_contraction_improved",0.8241,14
"centroid","hindex_strength",0.824,19
"centroid","lobby",0.824,19
"information","local_bridging",-0.824,19
"onion","subgraph",0.824,19
"closeness_vitality","harary",-0.8238,19
"authority","local_volume_dimension",-0.8237,19
"kpath","onion",0.8234,19
"local_bridging","spanning_tree",-0.8232,19
"community_based","hindex_strength",0.823,19
"community_based","lobby",0.823,19
"local_entropy","nonbacktracking",-0.823,19
"closeness_vitality","fragmentation",-0.8229,14
"local_bridging","markov",-0.8229,19
"cross_clique","diffusion",0.8226,19
"current_flow_closeness","local_bridging",-0.8226,19
"ncvoterank","voterank",0.8225,19
"centroid","epc",0.8224,14
"laplacian","local_volume_dimension",-0.8224,19
"dangalchev","local_bridging",-0.8218,19
"decay","local_bridging",-0.8218,19
"generalized_closeness","local_bridging",-0.8218,19
"local_bridging","residual_closeness",-0.8218,19
"communicability","local_volume_dimension",-0.8216,19
"eigenvector","local_volume_dimension",-0.8216,19
"communicability_betweenness","mnc",0.8216,18
"eigenvector","node_contraction_improved",0.8211,14
"community_based","eigenvector",0.821,19
"degree","expected",0.8209,19
"expected","expected_influence_1",0.8209,19
"expected","strength",0.8209,19
"markov","node_contraction",0.8206,19
"hide_information","laplacian",-0.8204,19
"node_contraction_improved","subgraph",0.8204,14
"delta_closeness","hindex_strength",0.8201,19
"gilschmidt","hindex_strength",0.8201,19
"delta_closeness","lobby",0.8201,19
"gilschmidt","lobby",0.8201,19
"integration","kpath",0.8198,19
"mnc","onion",0.8197,18
"hindex_strength","reaching_local",0.8197,19
"lobby","reaching_local",0.8197,19
"authority","community_based",0.8196,19
"harmonic","hindex_strength",0.8196,19
"harmonic","lobby",0.8196,19
"node_contraction","random_walk",0.8195,19
"centroid","closeness_vitality",-0.8191,19
"dangalchev","nonbacktracking",0.8188,19
"decay","nonbacktracking",0.8188,19
"generalized_closeness","nonbacktracking",0.8188,19
"nonbacktracking","residual_closeness",0.8188,19
"local_entropy","subgraph",-0.8187,19
"communicability","community_based",0.8186,19
"current_flow_betweenness","fragmentation",0.8186,14
"information","node_contraction",0.8185,19
"pagerank","shapley_game1",0.8185,19
"hub","information",0.8184,19
"hub","random_walk",0.8183,19
"authority","node_contraction_improved",0.8181,14
"diffusion","s_shell",0.818,19
"node_contraction","spanning_tree",0.818,19
"constraint","hide_information",0.8179,19
"average_distance","node_contraction",-0.8179,19
"barycenter","node_contraction",0.8179,19
"closeness","node_contraction",0.8179,19
"lin","node_contraction",0.8179,19
"node_contraction","radiality",0.8179,19
"node_contraction","wiener",-0.8179,19
"cross_clique","random_walk",0.8176,19
"integration","katz",0.8172,19
"flow_coefficient","local_efficiency",-0.8172,18
"cross_clique","information",0.817,19
"current_flow_closeness","node_contraction",0.817,19
"community_based","cross_clique",0.8167,19
